#1.WindSpeed,#1.WindSpeedMax,#1.WindDirection,#1.AirTemperature,#1.AirPressure,#1.AirHumidity,#5.WindSpeed,#5.WindSpeedMax,#5.WindDirection,#5.AirTemperature,#5.AirPressure,#5.AirHumidity,#10.WindSpeed,#10.WindSpeedMax,#10.WindDirection,#10.AirTemperature,#10.AirPressure,#10.AirHumidity,#14.WindSpeed,#14.WindSpeedMax,#14.WindDirection,#14.AirTemperature,#14.AirPressure,#14.AirHumidity,#18.WindSpeed,#18.WindSpeedMax,#18.WindDirection,#18.AirTemperature,#18.AirPressure,#18.AirHumidity
3.35,4.771428,292.5714,-0.3214286,1028.2,84.56429,1.693333,2.42,277.1333,-0.9133332,1026.64,77.98,3.878571,4.021429,230.2143,-0.892857,1027.4,75.82143,2.95,3.157142,236.2857,-0.9642857,1027.4,81.65715,3.090909,3.290909,282.1818,-0.6,1027.364,73.26363
3.28,4.260001,290.8667,-0.2666667,1028.22,84.91334,1.742857,2.6,254.3571,-0.9499999,1026.664,77.69286,3.826667,3.993334,225.8,-1.053333,1027.4,75.85334,2.885714,3.214286,241.0714,-0.9857143,1027.4,81.48572,2.613334,2.846666,286.9333,-0.6266666,1027.4,73.26667
3.142857,3.757143,289.2857,-0.2428571,1028.236,84.62142,1.242857,1.607143,266.9286,-0.9214286,1026.686,77.45715,3.435714,3.728571,226.5714,-1.2,1027.479,76.48571,2.666667,3.033333,239.2,-1.02,1027.4,81.39333,2.493333,2.606667,294.0667,-0.6999999,1027.4,73.3
4.328572,4.942857,285.2857,-0.3071428,1028.214,84.87859,1.464286,2.278572,292.4286,-1,1026.7,77.41429,3.035714,3.378571,228.7857,-1.192857,1027.5,76.49285,2.471428,2.935714,247.6429,-1.085714,1027.429,81.42857,2.654545,2.945455,296,-0.6999999,1027.4,73.38183
3.807143,4.514286,287.6429,-0.3928572,1028.2,84.60713,1.726667,2.193333,300.4,-1.013333,1026.7,76.96667,2.686667,2.833333,218.4,-1.426667,1027.453,77.05334,2.478571,2.864286,243.2857,-0.9642856,1027.422,81.47143,2.106667,2.4,299.8667,-0.7266666,1027.4,73.5
4.133333,4.82,287.0667,-0.5333333,1028.2,84.76001,2.285714,3,293.5714,-1.085714,1026.7,77.31429,2.142857,2.65,228.3571,-1.671428,1027.471,77.81429,2.613333,2.873334,248.0667,-0.8933333,1027.46,81.17334,2.26,2.34,298.4667,-0.8000001,1027.36,73.48
4.814285,5.164285,287.5,-0.6571428,1028.243,84.89286,1.721429,2.435714,279.1429,-1,1026.7,77.4143,2.05,2.178571,227.5714,-1.85,1027.5,78.33571,2.45,2.8,241.1429,-0.8214286,1027.5,81.7,2.14,2.433333,303.8,-0.8000001,1027.4,73.56666
3.864286,4.985714,292.7143,-0.6999999,1028.221,85.15001,1.9,2.933334,300,-1,1026.707,77.31334,1.842857,2,223.2857,-2.128572,1027.486,78.57858,2.364286,2.7,249.5714,-0.9285714,1027.5,82.03571,2.186667,2.433333,293.8667,-0.8000001,1027.4,73.65334
3.7,4.966666,293.4,-0.6933333,1028.193,85.14668,1.7,3.071429,303.8571,-1.028571,1026.7,77.70714,1.433333,1.706667,217.8667,-2.066667,1027.353,79.84666,2.185714,2.585714,255.6429,-1,1027.429,82.22857,2.033333,2.313333,295.1333,-0.8866665,1027.4,73.8
3.357143,4.557143,288.9286,-0.6357142,1028.186,85.60713,1.678571,2.671429,301.2857,-1.114286,1026.7,78.1,0.8571429,1.185714,252,-1.95,1027.321,79.47857,2.44,2.833333,248.3333,-1.073334,1027.427,82.38,2.006667,2.186667,300.2,-0.8999999,1027.4,73.91334
