timestamp,wind_speed
2022-12-12 00:00:00,3.827586
2022-12-12 00:10:00,3.764286
2022-12-12 00:20:00,4.344828
2022-12-12 00:30:00,3.513793
2022-12-12 00:40:00,3.957143
2022-12-12 00:50:00,3.596552
2022-12-12 01:00:00,3.835714
2022-12-12 01:10:00,3.968966
2022-12-12 01:20:00,4.142857
2022-12-12 01:30:00,3.831035
2022-12-12 01:40:00,3.55862
2022-12-12 01:50:00,4.107142
2022-12-12 02:00:00,5.341379
2022-12-12 02:10:00,4.346429
2022-12-12 02:20:00,4.417242
2022-12-12 02:30:00,3.639286
2022-12-12 02:40:00,5.358621
2022-12-12 02:50:00,3.475862
